Number,is_canceled,lead_time,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,booking_changes,deposit_type,customer_type,adr,total_of_special_requests
27103,0,232,2,5,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,50.59,1
27104,0,116,1,2,2,0,0,BB,Direct,0,0,0,F,0,No Deposit,Transient,158.33,1
27105,0,111,2,10,3,0,0,BB,TA/TO,0,0,0,C,0,No Deposit,Transient,202.5,0
27106,0,14,1,3,1,0,0,BB,Corporate,0,0,0,A,0,No Deposit,Transient,48,0
27107,0,136,0,3,2,0,0,Undefined,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,84,0
27108,1,262,2,2,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,153.75,0
27109,0,5,0,1,2,0,0,BB,TA/TO,0,0,0,A,1,No Deposit,Transient,43,1
27110,1,114,2,3,2,0,0,BB,TA/TO,0,0,0,E,1,No Deposit,Transient,207,0
27111,0,322,1,3,3,0,0,BB,Direct,0,0,0,A,0,No Deposit,Transient,180.75,1
27112,0,42,0,4,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,28.1,0
27113,0,203,0,3,2,1,0,BB,TA/TO,0,0,0,A,2,No Deposit,Transient-Party,75,1
27114,0,43,0,1,1,0,0,BB,Corporate,0,0,0,A,0,No Deposit,Transient-Party,50,0
27115,0,9,0,1,2,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient,229,1
27116,0,47,1,4,1,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,48.5,0
27117,0,15,0,1,2,2,0,BB,TA/TO,0,0,0,G,0,No Deposit,Transient,82,0
27118,0,43,2,4,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,194,1
27119,0,13,1,0,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,56.98,1
27120,0,29,1,0,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,75,1
27121,1,203,0,2,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,46,0
27122,0,0,1,0,1,0,0,BB,Direct,1,0,3,A,0,No Deposit,Transient,77,0
27123,1,42,2,4,2,1,0,HB,Direct,0,0,0,A,1,No Deposit,Transient,158,1
27124,0,2,1,1,2,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient,51,1
27125,0,83,3,6,1,0,0,HB,Direct,0,0,0,A,3,No Deposit,Transient-Party,150.6,1
27126,0,50,2,5,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,50.03,0
27127,0,237,1,3,2,2,0,HB,Direct,0,0,0,C,1,No Deposit,Transient,210,0
27128,0,364,1,4,2,0,0,BB,Corporate,0,0,0,A,3,No Deposit,Transient-Party,66,0
27129,0,0,0,3,1,0,0,BB,Corporate,0,0,0,A,1,No Deposit,Transient-Party,31.67,0
27130,0,216,4,8,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Contract,67.58,1
27131,0,166,2,5,2,0,0,HB,TA/TO,0,0,0,D,0,No Deposit,Transient,154,0
27132,0,39,2,2,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Contract,41.6,0
27133,0,19,1,0,2,0,0,HB,TA/TO,0,0,0,F,0,No Deposit,Transient,87.85,1
27134,0,16,0,2,1,0,0,BB,Corporate,0,0,3,A,0,No Deposit,Transient,35,0
27135,0,8,0,2,1,0,0,BB,Corporate,1,0,6,A,0,No Deposit,Transient,45,0
27136,1,51,3,7,2,0,0,BB,Corporate,0,0,0,E,0,No Deposit,Transient,93,0
27137,0,0,0,2,2,0,0,BB,Direct,0,0,0,D,1,No Deposit,Transient,51,0
27138,0,12,1,1,2,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient,74,1
27139,1,75,2,5,2,0,0,HB,TA/TO,0,0,0,E,0,No Deposit,Transient,82.8,1
27140,1,116,2,8,2,1,0,FB,TA/TO,0,0,0,E,1,No Deposit,Transient,294.5,2
27141,0,188,4,10,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,74.57,1
27142,1,7,0,2,1,0,0,BB,Direct,0,0,0,A,0,No Deposit,Transient,40,0
27143,0,236,0,3,2,0,0,BB,Direct,0,0,0,A,0,No Deposit,Transient-Party,48,1
27144,0,252,2,5,2,0,0,BB,TA/TO,0,0,0,D,2,No Deposit,Transient-Party,75.09,0
27145,0,49,2,5,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,98.02,1
27146,0,126,0,1,2,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Transient,176.8,1
27147,0,29,1,4,2,0,0,BB,Direct,0,0,1,D,0,No Deposit,Transient,61,1
27148,0,2,0,1,1,0,0,BB,Direct,1,0,3,A,3,No Deposit,Transient,63,1
27149,0,14,2,4,2,1,0,BB,TA/TO,0,0,0,E,1,No Deposit,Transient,193.87,0
27150,0,28,2,2,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,107,0
27151,0,0,0,1,1,0,0,BB,Corporate,1,0,1,A,0,No Deposit,Transient,25,0
27152,0,37,1,4,2,0,0,HB,Direct,0,0,0,A,0,No Deposit,Transient,157,1
27153,0,33,0,0,2,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient,0,0
27154,0,4,0,2,2,0,0,BB,TA/TO,0,0,0,G,0,No Deposit,Transient,98,2
27155,0,312,2,5,2,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,56,0
27156,0,13,0,1,1,0,0,BB,TA/TO,1,0,2,A,0,No Deposit,Transient,39,0
27157,0,82,2,0,2,0,0,Undefined,TA/TO,1,0,0,A,0,No Deposit,Transient-Party,72,0
27158,0,203,2,5,2,0,0,BB,TA/TO,0,0,0,A,1,No Deposit,Transient-Party,59.71,0
27159,0,69,2,1,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,37.8,1
27160,0,4,0,1,1,0,0,BB,Direct,0,0,0,A,0,No Deposit,Transient,56.7,1
27161,0,39,2,2,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,34.56,0
27162,1,69,0,2,2,0,0,HB,TA/TO,0,0,0,A,3,No Deposit,Transient-Party,67,0
27163,0,190,2,8,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Contract,110.7,1
27164,0,2,0,1,1,0,0,BB,Direct,0,0,0,A,0,No Deposit,Transient,65,0
27165,0,13,0,4,2,0,0,BB,Direct,0,0,0,E,2,No Deposit,Transient,125.5,1
27166,0,40,4,10,2,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient,97.36,1
27167,0,82,2,0,1,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,49,0
27168,0,0,0,1,2,0,0,BB,Direct,1,0,1,A,0,No Deposit,Transient,44,2
27169,1,2,1,0,1,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,64,1
27170,0,3,2,5,1,0,0,HB,TA/TO,0,0,0,A,1,No Deposit,Transient,36.4,0
27171,0,12,4,5,2,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Transient,148.3,2
27172,1,344,4,10,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Contract,56.7,0
27173,0,34,2,5,2,1,0,HB,TA/TO,0,0,0,E,1,No Deposit,Transient,330.57,2
27174,0,208,2,5,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,49.5,0
27175,0,1,0,4,1,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Transient,37.7,0
27176,0,59,0,2,3,0,0,BB,Direct,0,0,0,A,3,No Deposit,Transient,171,1
27177,1,82,2,0,2,0,0,Undefined,TA/TO,1,1,0,A,0,No Deposit,Transient-Party,66,0
27178,1,1,0,2,1,0,0,Undefined,Direct,0,0,0,A,1,No Deposit,Transient-Party,55,0
27179,0,43,0,3,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,56.21,1
27180,1,16,1,1,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,111,0
27181,0,143,2,5,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,75.6,0
27182,0,169,4,10,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Contract,104.55,0
27183,0,336,2,3,1,0,0,BB,Direct,0,0,0,A,2,No Deposit,Transient-Party,60,0
27184,0,0,1,2,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,86.1,1
27185,0,163,2,5,2,0,0,HB,TA/TO,0,0,0,D,0,No Deposit,Transient-Party,102.43,2
27186,1,168,0,2,2,0,0,HB,TA/TO,0,0,0,A,0,Non Refund,Transient,86,0
27187,0,8,2,5,2,0,0,BB,Direct,0,0,0,F,0,No Deposit,Transient,91,1
27188,1,46,0,2,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,120.6,1
27189,0,131,2,5,2,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,64.14,1
27190,0,155,0,1,2,0,0,BB,Direct,0,0,0,A,0,No Deposit,Transient,36,0
27191,1,42,2,3,2,2,0,BB,TA/TO,0,0,0,H,0,No Deposit,Transient,210,0
27192,0,1,0,0,1,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,0,0
27193,0,40,0,4,2,0,0,BB,TA/TO,0,0,0,D,1,No Deposit,Transient,70.75,0
27194,0,83,0,1,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,96,1
27195,1,46,0,1,1,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,25,0
27196,0,28,2,5,2,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient,69.71,2
27197,0,0,0,1,2,0,0,BB,Direct,0,0,0,D,0,No Deposit,Transient,219,0
27198,1,25,2,9,2,0,0,BB,Corporate,0,0,0,A,1,No Deposit,Transient-Party,48,0
27199,1,266,2,4,1,0,0,BB,TA/TO,0,1,0,A,0,No Deposit,Transient-Party,34,0
27200,0,33,2,3,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,154,1
27201,1,302,0,4,2,0,0,HB,Direct,0,0,0,A,0,No Deposit,Transient-Party,81,0
27202,0,0,1,2,2,0,0,BB,Direct,0,0,0,A,1,No Deposit,Transient,43,0
27203,0,2,1,0,2,0,0,BB,Direct,0,0,0,A,0,No Deposit,Transient,48,1
27204,1,208,2,5,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,134,1
27205,0,66,2,3,2,1,0,BB,Direct,0,0,0,A,1,No Deposit,Transient,149,2
27206,0,1,0,2,1,0,0,BB,Corporate,0,0,1,A,0,No Deposit,Transient,35,0
27207,0,5,0,1,1,0,0,BB,Corporate,1,0,7,A,1,No Deposit,Transient,45,0
27208,0,3,0,1,3,0,0,BB,TA/TO,0,0,0,G,1,No Deposit,Transient,231,2
27209,0,172,3,5,1,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,48.8,1
27210,0,23,2,5,1,0,0,Undefined,TA/TO,0,0,0,A,0,No Deposit,Transient,47,0
27211,1,65,0,2,2,0,0,BB,Direct,0,0,0,A,0,No Deposit,Transient,37,0
27212,0,0,1,0,1,0,0,BB,Corporate,1,0,1,A,0,No Deposit,Transient,45,0
27213,0,1,0,1,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,79,1
27214,1,198,2,5,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,65.37,0
27215,1,92,1,2,2,0,0,Undefined,TA/TO,0,1,0,A,0,Non Refund,Transient,79,0
27216,0,109,2,6,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,123,1
27217,0,12,0,1,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,68,1
27218,0,285,2,5,2,0,0,BB,TA/TO,0,0,0,A,1,No Deposit,Transient,64,2
27219,1,5,0,2,2,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Transient,78,0
27220,1,338,2,5,2,0,0,HB,TA/TO,0,0,0,E,0,No Deposit,Transient,118.67,0
27221,0,24,3,10,1,0,0,BB,Corporate,0,0,0,A,2,No Deposit,Transient-Party,40,0
27222,1,215,0,3,2,0,0,FB,TA/TO,0,0,0,A,0,Non Refund,Transient,110,0
27223,0,342,2,5,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,110.7,0
27224,1,346,0,1,1,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,72.9,2
27225,1,6,0,1,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,190,1
27226,0,166,2,8,3,0,0,HB,TA/TO,0,0,0,E,1,No Deposit,Transient,180.02,1
27227,0,0,0,1,2,0,0,BB,Direct,0,0,0,D,0,No Deposit,Transient,85,1
27228,1,210,2,5,2,0,0,HB,TA/TO,0,0,0,E,0,No Deposit,Transient,90,1
27229,0,27,0,1,2,0,0,BB,TA/TO,0,0,0,A,1,No Deposit,Transient,95,2
27230,0,43,2,3,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,30.6,1
27231,0,31,0,2,2,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Transient,61,0
27232,0,6,2,2,1,0,0,BB,Corporate,1,0,4,A,0,No Deposit,Transient,58,0
27233,0,0,0,1,1,0,0,BB,Corporate,0,0,3,A,0,No Deposit,Transient,35,0
27234,1,9,1,0,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,70,0
27235,1,32,2,3,3,1,0,BB,TA/TO,0,0,0,H,0,No Deposit,Transient,165,0
27236,1,18,1,0,1,0,0,BB,Corporate,0,0,0,A,1,No Deposit,Transient,35,0
27237,0,6,1,5,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,160.67,1
27238,0,337,2,5,2,0,0,HB,Direct,0,0,0,D,0,No Deposit,Transient-Party,66.28,0
27239,0,0,1,1,1,0,0,HB,Corporate,0,0,0,A,0,No Deposit,Transient-Party,40,0
27240,1,259,0,3,1,0,0,BB,Corporate,0,1,0,A,0,Non Refund,Transient,33.3,0
27241,0,257,0,4,2,0,0,HB,Direct,0,0,0,D,0,No Deposit,Transient-Party,91,0
27242,0,18,0,2,2,0,0,BB,TA/TO,0,0,0,A,1,No Deposit,Transient,48,2
27243,0,119,2,1,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,69,0
27244,0,7,2,6,2,0,0,BB,Corporate,1,0,1,A,2,No Deposit,Transient,11.75,0
27245,0,19,1,2,2,2,0,BB,TA/TO,0,0,0,G,0,No Deposit,Transient-Party,141,0
27246,0,85,2,3,2,0,0,FB,TA/TO,0,0,0,A,0,No Deposit,Contract,90.95,0
27247,0,0,1,0,1,0,0,BB,TA/TO,1,0,3,A,0,No Deposit,Transient,52,1
27248,0,224,2,5,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Contract,45.9,0
27249,0,0,0,1,2,0,0,BB,Direct,0,0,0,G,0,No Deposit,Transient,130,0
27250,0,364,0,4,1,0,0,BB,Corporate,0,0,0,A,1,No Deposit,Transient-Party,66,0
27251,1,9,1,0,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,70,0
27252,0,17,0,3,1,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient-Party,62,2
27253,0,198,0,3,2,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient,166,2
27254,0,0,0,1,2,0,0,BB,TA/TO,0,0,0,A,1,No Deposit,Transient-Party,67,1
27255,1,86,0,3,2,0,0,Undefined,TA/TO,0,0,0,A,0,Non Refund,Transient,46,0
27256,1,20,1,4,2,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient,256,0
27257,0,187,1,5,2,0,0,BB,Direct,0,0,0,A,0,No Deposit,Transient,69.7,0
27258,1,4,1,0,1,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,30,0
27259,0,283,2,5,2,0,0,BB,Direct,0,0,0,E,0,No Deposit,Transient-Party,77.29,0
27260,0,66,2,7,2,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Transient,89.78,1
27261,0,1,1,0,2,0,0,HB,TA/TO,0,0,0,E,1,No Deposit,Transient,106,1
27262,0,8,0,1,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,48,2
27263,0,173,1,4,2,1,0,BB,Direct,0,0,0,D,1,No Deposit,Transient,130.9,1
27264,0,62,2,2,2,0,0,BB,Direct,0,0,0,A,0,No Deposit,Transient,45.1,0
27265,1,103,1,1,2,0,0,BB,Corporate,0,0,0,E,0,Non Refund,Transient,73,0
27266,0,2,0,1,1,0,0,BB,Corporate,0,0,0,A,0,No Deposit,Transient,42,0
27267,1,177,2,5,2,0,0,BB,TA/TO,0,1,0,D,0,No Deposit,Transient,77.01,1
27268,0,3,1,1,2,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient,75,1
27269,0,13,2,1,1,0,0,BB,Direct,0,0,0,A,1,No Deposit,Transient,99,0
27270,0,0,0,1,1,0,0,BB,Corporate,0,0,0,A,1,No Deposit,Transient,30,0
27271,0,89,2,5,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,43,1
27272,0,0,0,2,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,80,0
27273,1,16,0,1,1,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Transient,128,0
27274,1,101,1,0,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient-Party,62,0
27275,0,5,0,1,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,244,2
27276,0,0,0,1,2,0,0,BB,Direct,0,0,0,D,0,No Deposit,Transient,40,0
27277,0,51,1,1,2,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Transient,78,2
27278,0,0,0,1,1,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient-Party,75.2,0
27279,0,10,1,1,1,0,0,BB,Corporate,1,0,3,A,0,No Deposit,Transient,35,0
27280,0,0,1,0,2,0,0,BB,Direct,0,0,0,A,0,No Deposit,Transient,169,0
27281,0,4,0,1,1,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,68,0
27282,0,39,2,3,2,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Transient,52.4,0
27283,1,206,2,5,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,37.8,2
27284,0,196,2,5,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Contract,96.3,0
27285,0,1,0,3,2,1,0,BB,Direct,0,0,0,D,1,No Deposit,Transient,75,1
27286,0,5,0,2,2,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient,131,1
27287,1,58,0,3,2,2,0,BB,TA/TO,0,0,0,G,0,No Deposit,Transient,115,0
27288,0,55,0,3,2,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient,44.41,1
27289,1,30,0,1,2,0,1,BB,TA/TO,0,0,0,E,0,No Deposit,Transient,40.5,0
27290,0,13,2,0,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,57,0
27291,0,0,1,0,2,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient,92,1
27292,0,24,1,1,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,36.96,2
27293,0,0,1,4,1,0,0,BB,Corporate,1,0,4,A,2,No Deposit,Transient,35,0
27294,1,259,0,3,2,0,0,BB,Corporate,0,1,0,A,0,Non Refund,Transient,40.05,0
27295,0,1,0,1,1,0,0,BB,Direct,0,0,0,E,1,No Deposit,Group,55,0
27296,1,146,2,5,2,0,0,HB,TA/TO,0,0,0,A,0,Non Refund,Transient,80,0
27297,0,5,0,2,2,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Transient,112,2
27298,0,167,4,10,2,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Contract,61.65,0
27299,1,205,0,1,2,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient,81,1
27300,0,136,0,3,3,0,0,Undefined,TA/TO,0,0,0,A,1,No Deposit,Transient-Party,113.4,0
27301,1,80,0,3,2,1,0,BB,TA/TO,0,0,0,F,0,No Deposit,Transient,102.34,1
27302,1,250,2,7,2,0,0,HB,TA/TO,0,0,0,E,0,No Deposit,Transient,88.4,0
27303,0,205,0,3,3,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Transient,129.72,2
27304,0,162,0,3,2,0,0,Undefined,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,84,0
27305,0,153,3,6,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Contract,93.6,1
27306,0,5,0,1,1,0,0,BB,Corporate,0,0,0,A,0,No Deposit,Transient,42,0
27307,0,78,0,1,2,0,0,BB,Corporate,0,0,0,A,0,No Deposit,Transient-Party,32,0
27308,0,0,0,1,2,1,0,BB,TA/TO,0,0,0,H,0,No Deposit,Transient-Party,93,0
27309,0,7,1,3,2,0,0,BB,Corporate,1,0,0,A,2,No Deposit,Transient-Party,44,0
27310,1,125,1,3,2,0,0,BB,Direct,0,0,0,D,0,No Deposit,Transient,148.5,0
27311,1,83,1,3,2,2,0,BB,TA/TO,0,0,0,G,0,No Deposit,Transient,98,0
27312,0,224,1,4,2,0,0,BB,Direct,0,0,0,A,4,No Deposit,Transient-Party,65,0
27313,1,91,0,4,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,68,1
27314,0,14,1,2,2,0,0,Undefined,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,84,0
27315,0,7,2,1,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,129,1
27316,0,0,1,0,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,65,1
27317,1,328,2,4,2,1,0,BB,Direct,0,0,0,A,2,No Deposit,Transient,139.54,0
27318,0,60,2,3,2,0,0,BB,Direct,0,0,0,F,0,No Deposit,Transient,100.1,1
27319,0,192,2,5,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,65,2
27320,0,163,2,5,2,0,0,BB,TA/TO,0,0,1,D,0,No Deposit,Transient,172,2
27321,1,20,0,1,1,0,0,BB,TA/TO,0,1,0,A,0,No Deposit,Transient-Party,36,0
27322,0,29,2,1,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,99,1
27323,0,0,2,5,2,0,0,HB,TA/TO,0,0,0,D,0,No Deposit,Transient,81.43,0
27324,0,254,2,2,2,0,0,BB,TA/TO,0,0,0,A,1,No Deposit,Transient-Party,36,0
27325,0,179,3,6,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Contract,60.15,0
27326,0,183,1,1,2,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,85,0
27327,0,0,0,1,2,0,0,BB,Direct,0,0,0,L,0,No Deposit,Transient,172,0
27328,1,78,1,2,2,0,0,FB,TA/TO,0,0,0,A,0,Non Refund,Transient,92,0
27329,0,17,1,0,2,0,0,BB,TA/TO,1,0,2,A,0,No Deposit,Transient,48,4
27330,1,131,0,2,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,110,3
27331,1,33,2,3,2,2,0,BB,TA/TO,0,0,0,C,0,No Deposit,Transient,71.28,1
27332,1,109,2,5,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Contract,40.95,0
27333,1,372,2,2,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,180,0
27334,1,8,1,0,2,2,0,BB,Direct,0,0,0,C,0,No Deposit,Transient,210,0
27335,0,294,0,5,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,64.8,1
27336,0,133,2,8,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Contract,106.55,0
27337,0,236,0,3,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,54,0
27338,1,95,2,1,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,230,1
27339,0,17,2,2,2,0,0,BB,Direct,0,0,0,D,0,No Deposit,Transient,55.8,1
27340,0,91,2,5,2,1,0,BB,TA/TO,0,0,0,A,2,No Deposit,Transient,168.46,0
27341,1,145,0,2,2,2,0,BB,TA/TO,0,0,0,G,0,No Deposit,Transient,259,0
27342,0,339,2,5,2,0,0,BB,Direct,0,0,0,D,0,Refundable,Transient-Party,71.36,0
27343,1,34,2,2,2,0,0,BB,TA/TO,0,0,0,A,1,No Deposit,Transient,58,2
27344,0,0,0,4,1,0,0,HB,Direct,0,0,0,A,0,No Deposit,Transient,50,0
27345,0,313,2,5,1,0,0,HB,Direct,0,0,0,A,0,No Deposit,Transient,91.95,0
27346,0,253,2,5,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,81.81,2
27347,0,0,0,3,2,0,0,BB,Direct,0,0,0,A,0,No Deposit,Transient,0,0
27348,0,0,0,1,1,0,0,BB,Direct,0,0,0,A,0,No Deposit,Transient,43,0
27349,0,136,0,3,3,0,0,Undefined,TA/TO,0,0,0,A,1,No Deposit,Transient-Party,113.4,0
27350,0,46,2,6,2,0,0,BB,Direct,0,0,0,A,1,No Deposit,Transient,43.78,0
27351,1,251,2,5,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,110.25,2
27352,0,236,0,3,1,0,0,BB,TA/TO,0,0,0,A,1,No Deposit,Transient-Party,48,0
27353,0,48,0,1,2,0,0,HB,Direct,0,0,0,A,0,No Deposit,Transient-Party,95,0
27354,0,4,0,1,3,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Transient,72,1
27355,0,0,0,1,1,0,0,BB,Direct,0,0,1,A,0,No Deposit,Transient,38,0
27356,1,92,1,2,2,0,0,Undefined,TA/TO,0,1,0,A,0,Non Refund,Transient,79,0
27357,0,202,2,2,2,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient,55.8,1
27358,0,40,1,2,1,0,0,Undefined,Direct,0,0,0,A,1,No Deposit,Transient-Party,55,0
27359,0,23,2,1,2,2,0,BB,Direct,0,0,0,G,1,No Deposit,Transient,283,0
27360,0,5,0,1,1,0,0,BB,Direct,0,0,0,A,0,No Deposit,Transient,38,2
27361,0,351,2,5,2,0,0,HB,TA/TO,0,0,0,D,0,No Deposit,Transient-Party,84,0
27362,0,0,1,0,2,0,0,BB,Direct,1,0,1,A,0,No Deposit,Transient,45,0
27363,1,312,2,5,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,80.1,1
27364,0,38,2,3,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,126.6,1
27365,0,1,0,3,1,0,0,BB,TA/TO,0,0,0,A,1,No Deposit,Transient,47.67,2
27366,0,48,1,3,2,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,216.84,0
27367,1,14,1,2,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,48,1
27368,1,7,1,4,2,0,0,BB,Corporate,0,0,0,A,0,No Deposit,Transient-Party,50,0
27369,0,62,2,5,2,2,0,BB,TA/TO,0,0,0,G,0,No Deposit,Transient,233,0
27370,0,17,1,2,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,46,0
27371,0,82,2,0,1,0,0,Undefined,TA/TO,1,0,0,A,2,No Deposit,Transient-Party,0,0
27372,0,1,1,0,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,144.4,1
27373,0,3,0,2,1,0,0,BB,Direct,0,0,0,D,0,No Deposit,Transient-Party,85,0
27374,0,124,2,5,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,134,2
